support_tweet_id,customer_message,support_response,created_at
33400,"Anyone else? @AppleSupport 
What’s going on here? https://t.co/FZeaqXgHqn","@123387 We'd like to help. What device are you using, and which OS version does it have installed?",2017-11-01 13:03:44+00:00
33404,@AppleSupport iPhone 6s iOS 11,"@123387 We’d love to help further. To start, please send us a DM. https://t.co/GDrqU22YpT",2017-11-01 17:42:00+00:00
33407,"@123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!",@123388 We'd love to help you with this. Which iOS version did you recently install? Was it iOS 11.1?,2017-11-01 13:03:03+00:00
33409,@AppleSupport @123388 I hate it !! The entire format changed! When I receive a call I have to say hello 2x no one hears me the first time battery dies quick 😡,@123389 We want to help! Please join us in DM to get started troubleshooting. https://t.co/GDrqU22YpT,2017-11-01 17:20:00+00:00
33410,"So, the letter ‘I’ is broken until further notice? @115858","@123390 We'd like to help. What device are you using, and which OS version does it have installed?",2017-11-01 13:01:41+00:00
33412,@AppleSupport  https://t.co/2vVFr3ZYiK,@123391 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT,2017-11-01 13:00:09+00:00
33415,@AppleSupport is there some@serious problem in latest iOS upgrade. Many applications are getting disconnected if phine is locked #whtsapp,@123392 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,2017-11-01 13:00:07+00:00
34463,@AppleSupport @115948 Please @AppleSupport I just paused my music to come on to twitter to tell you (still didn’t close the music app). And it forgot my place I only had it paused for about 10 min max... and when I pushed the play button on my headphones it started playing a completely random song.,"@123469 If you're running into issues with Apple Music playback, we'd like to help you out. Please tell us what type of device you use. Also, please let us know what version of the iOS / macOS software you currently have installed. https://t.co/GDrqU22YpT",2017-11-22 18:38:30+00:00
34578,@115858 @AppleSupport @1542 So one has to go back to call log. Click that message icon again and then a chat for that particular number opens up.,@123491 Thanks for bringing this to our attention. Can you tell us which iOS version this is occurring on please?,2017-11-01 13:29:00+00:00
34582,"@AppleSupport Basically for a chat to be opened from call log, the message app should be opened/running in background. Otherwise, it takes twice.",@123491 We'd like to take a closer look at what's happening. Send us a DM and we'll meet up with you there. https://t.co/GDrqU22YpT,2017-11-01 14:08:33+00:00
34584,@applesupport The latest version of iTunes for Windows keeps asking for my password and sometimes gets stuck in a loop.,@123492 We'd like to help. Please confirm the iTunes version number you have installed now to get started.,2017-11-01 13:29:00+00:00
34587,@AppleSupport 12.7.1.14,@123492 Great. Thanks for grabbing that for us. Let's move our conversation into DM so we can try a few steps to help out. https://t.co/GDrqU22YpT,2017-11-01 14:07:31+00:00
34588,"After iPhone update, my battery dies quicker than it charges when using my sleep/alarm app. On 1% when my alarm woke me 😮😡 @AppleSupport",@123493 Send us a DM and let us know what version of iOS 11 you're running. We'll go from there. https://t.co/GDrqU22YpT,2017-11-01 13:28:03+00:00
34590,@2154 @AppleSupport,"@123494 We've got your back. Have you recently seen a prompt for a carrier settings update? If not, lets check: https://t.co/PZZtxS6sbQ",2017-11-01 13:28:00+00:00
34594,"@AppleSupport I managed to get LTE last night, spent some time until the connection was fast. Thought the issue solved by itself, but it happened again.",@123494 Got it. Let's go ahead and meet in DM and we'll continue this from there. https://t.co/GDrqU22YpT,2017-11-02 13:11:56+00:00
34596,iMessage-Aktivierung schlägt mal wieder fehl… @1652 @AppleSupport,@123495 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,2017-11-01 13:27:32+00:00
34599,@AppleSupport iMessage stopped working and won’t activate anymore—is that a problem on your side?,"@123495 We're not showing any issues on our end: https://t.co/7NVrDovSd8

Has it been over 24 hours since you tried activating?",2017-11-01 13:51:00+00:00
34602,"@AppleSupport I don’t think so—it did work this morning, has been deactivated for whatever reason, and now it won’t activate… 🤔",@123495 Thank you for providing us with that information. Let's look further into this issue. Please DM us the device you are using. https://t.co/GDrqU22YpT,2017-11-01 14:14:30+00:00
34603,@123495 @AppleSupport Nachrichten werden bei mir auch nicht mehr zugestellt,@123496 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,2017-11-01 17:58:01+00:00
34605,@AppleSupport How can i solve this problem? https://t.co/GGrwhAf4yr,@123497 Let's have a look at this. Please DM us here: https://t.co/GDrqU22YpT,2017-11-01 19:39:00+00:00
34607,@AppleSupport Is there any possibility to combine two Apple-IDs?,@123498 Let's look into your options together. Let us know in DM a bit more about what you're wanting to do. https://t.co/GDrqU22YpT,2017-11-01 13:27:31+00:00
34609,"Oh great, iMessage not working after the latest iOS update. 😐 @AppleSupport",@123499 Thanks for reaching out. DM the specific issue you are seeing with Messages to get started. https://t.co/GDrqU22YpT,2017-11-01 13:26:11+00:00
34613,Hi @AppleSupport ! #TimeMachine still not working with #HighSierra update,@123500 Let's work together in DM to investigate what's going on with your Time Machine. https://t.co/GDrqU22YpT,2017-11-01 13:26:08+00:00
34615,@115858 @AppleSupport @1456 his new ios 11.0  I have to restart my phone at least four times a day because it is blocked by everything,@123501 We want to help get your iPhone working properly. Which exact iOS version and iPhone are you using?,2017-11-01 13:26:00+00:00
34617,Hmm… @AppleSupport doubt Ill be able to close the Move ring 25770 times in november. https://t.co/Fj0ghd2UnW,@123502 We'd like to know more about what you're seeing. DM us with what type of Apple Watch you're using. https://t.co/GDrqU22YpT,2017-11-01 13:26:00+00:00
34619,"When searching fot ""GOT"" Apple TV app shows Cmore but not @1561 Nordic, even tho I only have HBO installed. @AppleSupport",@123503 Let's get you in touch with our Apple TV experts so they can assist further. Reach out here: https://t.co/IBIY3vMgPj,2017-11-01 13:26:00+00:00
34621,@AppleSupport @115858 After iOS11 the battery is draining very fast. Request you to look into it.,@123504 We'd like to help. Could you Direct Message us and tell us what iOS version you're on currently? https://t.co/GDrqU22YpT,2017-11-01 13:25:32+00:00
34623,"@AppleSupport Is there a way to merge two AppleID’s, so I can use all bought items in one ID and delete the other?",@123505 Great question! Our account security team is best suited to help you. You can reach them directly here:  https://t.co/UJm15vmMM2,2017-11-01 13:25:32+00:00
34625,@AppleSupport charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,@123506 We'd like to help you with this. Are you using the charging cable that came with your iPhone? Have you tried another cable?,2017-11-01 13:25:32+00:00
34628,@AppleSupport Thanks for your response it’s happened a few times now since the new iOS update - I have now unplugged,"@123506 If this issue reappears, we'd like you to notice how you're charging and if the behavior changes if you switch cables.",2017-11-01 13:47:29+00:00
34631,@AppleSupport Will do thanks 👍,@123506 You're welcome. Have a great rest of your day.,2017-11-01 13:53:00+00:00
34632,@AppleSupport This will stay at this time throughout the whole song so I have no idea how long is left https://t.co/GO0UL7STCz,@123508 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,2017-11-01 13:24:35+00:00
34636,@AppleSupport is there a way I can uninstall iOS 11 and go back to 10?,@123508 Keeping your software up to date is one of the most important things you can do to maintain your Apple product's security.,2017-10-28 00:00:00+00:00
34639,@115858 Now my rear camera is not working… and my phone needs to cool down apparently even tho it feels kool to me… 😠 @115858 @AppleSupport,@123509 Hi. We're here for you. DM us and tell us the exact version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,2017-11-01 13:24:00+00:00
34642,"Ffs @115858 Ever since I did the update my I phone everyting is moving slow like a man on ketamine 
Sort it out will ya",@123510 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,2017-11-01 13:23:35+00:00
34644,My 6 month old IPhone 6 touch screen is unresponsive. @AppleSupport please help!,@123511 We're happy to help. What version of iOS are you currently running? Find that in Settings &gt; General &gt; About.,2017-11-01 13:22:09+00:00
34647,@AppleSupport It's 10.3.3. Although I'm convinced it's a screen issue rather than a software one.,@123511 Send us a DM and let us know your country. We'll take a closer look together. https://t.co/GDrqU22YpT,2017-11-01 13:41:01+00:00
34648,@AppleSupport why on my Apple Watch series 3 when I start the activity tracker on stair stepper it shows 0 total and active calories?,@123512 Happy to help you with this. Can you tell us which iOS and watchOS version you are currently using please?,2017-11-01 13:22:00+00:00
34651,@AppleSupport The latest update from yesterday,@123512 DM us using the link below. We'll look into things from there. https://t.co/GDrqU22YpT,2017-11-01 17:55:55+00:00
34652,Alguém sentiu um consumo maior com o novo IOS ou a @AppleSupport está de sacanagem comigo???,"@123513 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",2017-11-01 13:21:50+00:00
34654,Hey @115858 where’s my October Challenge award? Challenged to burn 42813 cals &amp; I worked my butt off to burn 43081 but no badge.,"@123514 We'd be happy to look into what's going on with that award not showing up. To start, can you tell us which device you're using?",2017-11-01 13:21:49+00:00
34657,@AppleSupport Thanks for getting back to me. 38mm Watch S2 and iPhone SE both have the latest updates.,"@123514 Got it. Send us a DM with the country you're currently located in, and we'll continue from there. https://t.co/GDrqU22YpT",2017-11-01 13:52:36+00:00
34658,"@AppleSupport I thought this update would fix the problem with appstore/itunes payments. I cant open some apps , i cant update any and i cant download any",@123515 We'd be happy to look into what's going on. Which device and iOS version are you using?,2017-11-01 13:21:29+00:00
34660,@AppleSupport I am using Iphone 7 and iOS 11.1,"@123515 DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",2017-11-02 00:06:28+00:00
34661,"Thanks @AppleSupport, for following up on the camera issue. It is highly appreciated. Hope you will continue to support in the same way.",@123516 Our pleasure! Let us know if you have further questions &amp; we'll be glad to help.,2017-11-01 13:21:00+00:00
34663,@AppleSupport Hi Apple Support. Have updated to the latest iOS but no luck with battery :(,@123517 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,2017-11-01 13:20:34+00:00
34665,@AppleSupport Thank you! I’m on 11.0.1,"@123517 You're very welcome. The first step to resolving this issue, would be to update the iOS 11.1. https://t.co/80YRnjDFDk",2017-10-31 18:41:32+00:00
34669,@AppleSupport my iphones battery drains quickly. any tips. it might just be old though,@123518 We'd be happy to help with some battery tips. Let's start with the maximizing tips found here: https://t.co/TpjqFp3jxD,2017-11-01 13:19:31+00:00
34671,@115858 wtf going on bro I’m still seeing boxes with question marks and I️ updated my phone 🙄🤦🏾‍♀️,@123519 We want to help. Which iOS version is installed? You'll find that from Settings &gt; General &gt; About.,2017-11-01 13:18:18+00:00
34674,@AppleSupport 11.1,@123519 DM us using the link below. We'll look into things from there. https://t.co/GDrqU2kzhr,2017-11-01 17:24:28+00:00
34675,@AppleSupport after update to 10.13.1 Lacie is down again after a night of extreme and unprovoced disk access resulting in overheating! 2/2,"@120401 When you have a moment, please send us over a DM. We're happy to work together with you on this. https://t.co/GDrqU22YpT",2017-11-01 13:18:00+00:00
34679,@AppleSupport Hoe kan ik de externe microfooningang van mijn iPhone 6S blijven gebruiken voor een professionele microfoon?,@123520 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,2017-11-01 13:17:01+00:00
34682,@AppleSupport How can I connect an external microphone to diphone 6S to optimize the sound with video?,@123520 We'll be happy to provide you with some information on this. Reach out to us via DM and we'll continue with you there. https://t.co/GDrqU22YpT,2017-11-11 16:44:25+00:00
34683,Top 5 things I regret doing in MY LiFE is updating my IOS. Now my Touch ID doesn’t work! Tf @AppleSupport,"@123521 We want to look into what's going on with your TouchID. To start, which device and iOS version are you using?",2017-11-01 13:17:01+00:00
34686,"@AppleSupport Iphone 6S, IOS 11.0.3",@123521 Can you tell us a bit more about what's going on with your TouchID?,2017-11-01 13:41:58+00:00
34688,"@AppleSupport Won’t unlock, when I try re-add my finger I get this. Have to manually unlock https://t.co/6CnhnZWyi7","@123521 DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",2017-11-01 14:00:07+00:00
34689,"@AppleSupport @115858 bitch!! Stop changing the letter “I” to that dumb ass shit. I’m sick of it, hoe!!","@123522 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",2017-11-01 13:17:00+00:00
34691,@AppleSupport When will fix the problem with activation (error 0xE8000013)? Or your phones are now disposable?,@123523 Let's explore this in more details. Which device is exact iOS version are you using? When are you receiving this error?,2017-11-01 13:16:30+00:00
34693,@115858 can y’all update the iMovie app. Keeps crashing on me,@123524 Our Apple Apps team would be best equipped to help with this. You can reach out to them here:  https://t.co/IBIY3vMgPj,2017-11-01 13:16:26+00:00
34695,@AppleSupport are you able to turn off the automatic brightness on this iOS update?,@123525 You most certainly can. Check out this helpful article about how to turn off auto-brightness:https://t.co/bkqEVCrK2l,2017-11-01 13:16:00+00:00
34698,@AppleSupport Thanks a lot,"@123525 You are welcome. If you have any questions in the future, please reach back out to us.",2017-11-01 13:40:00+00:00
34699,"@AppleSupport iPhone 7 Plus camera doesn't focus anymore when in Photo, Square mode since upgrading to iOS 11.",@123526 We can help with this. Are you on the latest iOS 11.1? DM us your reply to continue https://t.co/GDrqU22YpT,2017-11-01 13:16:00+00:00
34701,@115858 My Q was: How was the delivery date in the cart 2 wks earlier than what’s on my receipt? #ServiceRecovery #SupplyChain #1standlastpreorder,@123527 Our Online Store team is best suited to help you with your order. You can reach them here:  https://t.co/8yjRd1Xo0i,2017-11-01 13:15:33+00:00
34706,"@AppleSupport my iPhone 6 has deleted all my notes.  Not using email, not using cloud.  Didn't delete them.  How do I get them back?",@123528 We'd be happy to look into what's going on. Do you know if you have a recent backup from before those Notes went missing?,2017-11-01 13:15:00+00:00
34709,@AppleSupport there is one from a little while back that would have most of the notes data,@123528 Restoring a backup with that data would be the only way to recover that data. You can see how here: https://t.co/OZqPAHfBRU,2017-11-01 23:14:50+00:00
35208,"I don’t know if it’s either my #iPhone 6 or The new #iOS update I installed yesterday but, my battery had been draining out! #Apple @115858",@123667 You're in the right place. Let's meet up via DM so we can dig in to this in greater detail. https://t.co/GDrqU22YpT,2017-11-01 13:44:00+00:00
35210,"@AppleSupport why is the new update savaging my battery please, 100% to 1% in the space of an hour, get ya shit together",@123668 That should not be happening. Let us help. DM us more details about this. https://t.co/GDrqU22YpT,2017-11-01 13:43:25+00:00
35212,@AppleSupport Hola/Hello! I can use the AirPods witch Bluetooth audio transmisor? Any model? This no... https://t.co/ULMExUlaoX,@123669 You'll find more info on compatibilty with your AIrPods at the following link: https://t.co/Kd8IAdG7nA,2017-11-01 13:43:25+00:00
35214,@AppleSupport Installed ios11.1 and now my phone doesn’t recognize capital I’s,"@123670 We're more than happy to take a look. DM us with more details, and we'll pick back up there. https://t.co/GDrqU22YpT",2017-11-01 13:43:25+00:00
35216,Is my iPhone the only one doing this ?  @115858 @AppleSupport https://t.co/vbjmrw7IaE,@123671 We'd like to look into this with you. Can you tell us which device and OS version you're using?,2017-11-01 13:43:25+00:00
35219,@AppleSupport 7 Plus and most recent,@123671 Thank you. Please send us a DM and tell us the specific version number you see under Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT,2017-11-01 13:51:32+00:00
35222,"#phishing 
Fake, fake, fake.
This adress is trying to take my @115858 account
‼️Check adress mail sender https://t.co/6ifjy91pM7","@123672 You're right, that email is not from us. This link will help identify phishing and how to report it: https://t.co/LNMCdqt6fD",2017-11-01 13:43:00+00:00
35224,@123674 @115858 I’m also having issues with my iPad. The battery has suddenly decided to lose 75% from a full charge,@123673 We'd like to assist you with your iPad too. Join us in DM at the link below to get started. https://t.co/GDrqU22YpT,2017-11-01 13:42:28+00:00
35229,@AppleSupport So I have to shut my phone down then turn it back on to get it back and it just keeps happening,"@123675 So we have a good starting place, can you tell us which device and OS version you're using?",2017-11-01 13:42:28+00:00
35232,@AppleSupport I phone 6s and iOS 11,@123675 Which iOS 11 version are you running? You can check by going to Settings &gt; General &gt; About &gt; Version.,2017-11-01 13:58:32+00:00
35234,@AppleSupport can you help me yo you literally replying to everyone else except me 👋🏼 https://t.co/AG3KoDLJ7e,@123675 We'd be happy to see how we can help. What's going on?,2017-11-01 13:36:00+00:00
35236,hey @AppleSupport why does @115948 keep re-fetching the thumbnail when it obviously hasn't changed? #appleQA #ChiefQA #Apple https://t.co/Ipj2L9H8CJ,@118188 Thanks for reaching out to us. We are always happy to help. Is this the only playlist that this happens with?,2017-11-01 13:40:27+00:00
35239,"@AppleSupport the thumbnail is re-fetched every time, and if you keep going from playlist#1 to playlist#2 to playlist#1 to playlist#2 it'll always refetch https://t.co/jB31IVu5pD",@118188 Thanks for following up. Send us a DM so we can talk about this with you there. https://t.co/GDrqU22YpT,2017-11-01 15:08:32+00:00
35240,For those that have been wondering. @AppleSupport why are y’all punishing us for using pronouns!? https://t.co/rwpj6LqUce,@123676 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,2017-11-01 13:40:00+00:00
35242,@AppleSupport @123678 @AppleSupport oh dear @123678 still not co-oping with iCloud in ios11.1 really really poor show. #garageband,"@123677 If you're still having troubles, be sure to follow up with our team that helps with GarageBand here:https://t.co/IBIY3vMgPj",2017-11-01 13:39:44+00:00
35246,"@AppleSupport @115858 guys, I miss Steve. What the hell is this? https://t.co/Tv5HmkrUrb","@123679 We're here to help. To start, what device model and software version are you currently using?",2017-11-01 13:39:42+00:00
35248,"Everytime I type the letter ""I"" this pops up. #PleaseFixThis @115858 https://t.co/bhB5snCHXr",@123680 We're here to help. DM us and tell us the device you have and the exact version of iOS you're running. https://t.co/GDrqU22YpT,2017-11-01 13:39:42+00:00
35252,@AppleSupport My battery life is a drama for me I work and it turns to 100% yo 80% in five minutes (ios11.0.3) 😫😫😫 Help plz 😰,"@123682 There's an update to 11.1 now, let's go ahead and do that now: https://t.co/80YRnjDFDk",2017-11-01 13:39:12+00:00
35254,"@AppleSupport Yes, I able to :)",@123683 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,2017-11-01 13:39:00+00:00
35256,"@AppleSupport If I open Safari, for example, a message appears which says that there is no internet connection.",@123683 Are you able to connect when using Wi-Fi? Are you able to make and take calls?,2017-10-31 14:38:31+00:00
35258,"@AppleSupport Hi! Although I have full coverage, even with LTE, on my iPhone, I can’t connect to the internet. Can you help me?",@123683 We can help you. Could you tell us what happens when you try to connect to the Internet? Do you get an error message?,2017-10-31 13:49:00+00:00
35260,"@AppleSupport I got refunded for an in app purchase on Monday &amp; got a conformation email, but there’s no sign of it in my account yet...","@123684 Hey there! Depending on your bank, it can take 3-5 business days to reflect in your account. We hope this helps.",2017-11-01 13:38:52+00:00
35263,@AppleSupport Thank you for letting me know.,@123684 No problem! Feel free to reach out to us here if you need help in the future.,2017-11-01 13:55:00+00:00
35264,@AppleSupport why is my iphone not charging? i don’t got time for this shit dawg,"@123685 It's important for your iPhone to charge reliably. To start, check out these steps: https://t.co/uqxquyfdn0",2017-11-01 13:38:25+00:00
35266,"@AppleSupport iPhone 7 and I updated to the newest ios but the phone started crashing and the screen freezing, also powering off",@123686 We'd like to help out with this. Join us in DM so that we can gather more details about your device. https://t.co/GDrqU22YpT,2017-11-01 13:38:25+00:00
35269,@AppleSupport How can I go back to the previous ios version? This one sucks for real... still keeps being stuck 😫🤢,@123686 Going back to a previous iOS version is not possible. What we can do is perform steps that can help us overcome these challenges. Rest assured we'll do our best to help. Send us a Direct Mesage to continue. https://t.co/GDrqU22YpT,2017-11-09 15:44:42+00:00
35270,@AppleSupport what the hell is wrong with ur new update?? My phone keeps getting stuck and powering off (unresponsive). Get ur shit together,@123686 We'd love to help. Which iPhone model are you using? DM the answer below. https://t.co/GDrqU22YpT,2017-10-31 21:24:00+00:00
35272,@AppleSupport WHY will my phone not stop locking itself when I’m in the middle of doing things???,@123687 We want to help get your iPhone working properly. Which exact iOS version and iPhone are you using?,2017-11-01 13:38:25+00:00
35275,"@AppleSupport iPhone 8, iOS 11",@123687 Thanks.  Please take look under Settings &gt; General &gt; About and let us know the exact iOS version.,2017-11-01 15:12:00+00:00
35277,@AppleSupport  https://t.co/yvu10fymce,@123687 Thank you. Please check to see if you have an update available under Settings &gt; General &gt; Software Update.,2017-11-01 15:44:31+00:00
35278,"Got burned and scarred with my magsafe charger and Apple didn't give a shit, so I'm switching to Microsoft. @AppleSupport @115858 https://t.co/GivRMgiSWk",@123688 We want to look into this with you. Send us a DM letting us know more about what happened. https://t.co/GDrqU22YpT,2017-11-01 13:38:25+00:00
35280,@AppleSupport why is my alarm sound not working when on silent and volume on lock screen not working after the update??,@123689 We're here for you. Does this happen when Do Not Disturb is enabled? Do newly created alarms have the same issue?,2017-11-01 13:38:24+00:00
35282,@AppleSupport These question mark boxes are about to make me mad lol please help,@123690 We'd be happy to see how we can help. Which device and OS version are you experiencing this on?,2017-11-01 13:37:26+00:00
35285,"@AppleSupport 7 Plus, iOS 11.1","@123690 DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",2017-11-01 14:11:29+00:00
35286,@AppleSupport did update on 📱 n ⌚️ result? No more Twitter notifications😱 Yup mirrors my 📱 #itsalwayssomething,@123691 We want to be sure you receive notifications as you'd expect. Let us know if this helps: https://t.co/vXqj8bZGU7,2017-11-01 13:37:26+00:00
35290,@AppleSupport Phone was 😴 Apple Watch ⌚️ 👌. I was wearing during workout this a.m.  usually get all Twitter notifications,@123691 Thanks for clarifying this for us. Have you restarted both devices since you noticed this behavior?,2017-11-01 13:48:36+00:00
35292,@AppleSupport I will. Have not😉,@123691 Sounds good! Do you have any app updates available? Let us know if it persists once you restart.,2017-11-01 13:55:30+00:00
35294,@AppleSupport All apps up to date. Not getting notifications on ⌚️ after shutting down both. Maybe Twitter’s app needs to catch up to ⌚️,"@123691 OK, we can definitely look into this further with you. Go ahead and send us a DM and we'll take it from there. https://t.co/GDrqU22YpT",2017-11-01 14:03:32+00:00
35296,"Yay for the rock solid @115858 update process. Such upgrade, much Sierra. WTF is with firmware verification errors on a working MacBook Pro? https://t.co/GKCY32Z8Ob","@123692 We're here for you. Send us a DM, and we'll take a closer look at updating your macOS. https://t.co/GDrqU22YpT",2017-11-01 13:37:26+00:00
35299,"@AppleSupport Thanks for the prompt reply. Scary error, seemingly unrelated to the actual issue: I think a bit of Disk Utility love will get me there.",@123692 OK. Feel free to send us a DM if you still have questions.,2017-11-01 14:06:58+00:00
35300,new iOS 11.1 bug? @AppleSupport https://t.co/EPcqhcyxPd,@123693 We'll be happy to look into this. DM us which iPhone you're using and we'll go from there. https://t.co/GDrqU22YpT,2017-11-01 13:37:00+00:00
35305,"@AppleSupport Sorry, I don’t know what is DM? Can u please help me out.",@123694 DM is a Direct Message. Click the link here: https://t.co/GDrqU22YpT,2017-11-01 13:36:38+00:00
35307,"@116333 Hi,can you please update iOS software to 11.2 because I am facing a lots of issues with the latest version iOS 10.1","@123694 Good morning, Sai! We're sorry that the update isn't working out. Send us a DM, and tell us why. We'd love to sort it out. https://t.co/GDrqU22YpT",2017-11-01 12:58:31+00:00
35309,This new @115858 update sucks! I’m not getting any texts in group chats and it’s terribly slow!,@123695 Hi. We'd like to help. DM us and tell us the exact version of iOS you're running on your device. https://t.co/GDrqU22YpT,2017-11-01 13:36:36+00:00
35313,"@AppleSupport why does the podcast app freeze up and not work, constantly?",@123696 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,2017-11-01 13:36:00+00:00
35315,hi @AppleSupport - there’s a bug with my iPhone 7 Plus! SOS - send help. 🆘📱🤕,@123697 We're here for you. Tell us what's happening with your iPhone 7 Plus.,2017-11-01 13:35:30+00:00
35318,@AppleSupport please check your DMs,@123697 We've received your DM and will reply to you there shortly. https://t.co/GDrqU22YpT,2017-11-01 13:53:26+00:00
35319,@AppleSupport after updating to iOS 11.0.3 my home screen turns black when on a call. What’s the fix? Cust care not helping.,@123698 We're here for you. Let's take a closer look at this issue together in DM. https://t.co/GDrqU22YpT,2017-11-01 13:35:02+00:00
35321,@AppleSupport suspect fraud for you to look into #fraud #crime #dontfallforit https://t.co/hbQ7PGl3bV,@123699 We can help. This looks like a phishing attempt. See how to handle and report these here: https://t.co/6Ye6EtSytB,2017-11-01 13:35:00+00:00
35324,@AppleSupport just done that 👍,"@123699 Perfect, thanks. Be sure to reach out if you need us again. Take care.",2017-11-01 17:06:30+00:00
35325,@123701 Well if you find out how to resolve it please let me know 😩 @AppleSupport can you help us ..... no I know I’ll stick with apple haha,@123700 We've received your DM and will contiue with you from there. Keep an eye out for our response.,2017-11-01 13:34:38+00:00
35332,"Hello,i have a question but i'm not sure is that possible, we have 150 ipads and we use apple configurator 2 for install apps to devices. First we connect devices to imac then we install with app configurator, can we install apps without connect to imac ?@AppleSupport #apple",@123702 Hello! You'll want to work with our Enterprise support team on this. You can reach them through this link: https://t.co/IBIY3vMgPj,2017-11-01 13:33:05+00:00
35228,The amount of issues with my iPhone now since update is a joke. @115858 clearly making old handsets obsolete on purpose.,@123674 We want to help with any issues you're experiencing. Please let us know in DM what's going on with your iPhone. https://t.co/GDrqU22YpT,2017-11-01 13:33:00+00:00
35334,@AppleSupport @TwitterSupport I thought the issue with icons not displaying correctly was a bug fix for watchOS 4.1? #AppleWatch https://t.co/r8h9zMExx7,"@123703 We'd be happy to look into this display issue with you. To start, can you tell us which Apple Watch you're using?",2017-11-01 13:32:00+00:00
35337,@AppleSupport Series 3 LTE,@123703 Which iPhone and iOS version are you using on the paired iPhone?,2017-11-01 13:53:26+00:00
35339,@AppleSupport 6s plus iOS 11.03,@123703 Do you notice this display issue with any other apps?,2017-11-01 14:15:00+00:00
35341,@AppleSupport Only twitter currently,@123703 Thanks. Let's start by updating both devices to see if the issues continues. This can help: https://t.co/80YRnjDFDk,2017-11-01 15:13:27+00:00
35342,"Dear @AppleSupport I have an iPhone 7 &amp; iTunes, both genuine. So why do I always get this message when I sync? Hope you can help. Thanks. https://t.co/QgJ14liJDw","@123704 We're happy to help out with your sync issues. To get started, let us know which version of Windows and iTunes you have installed.",2017-11-01 13:31:28+00:00
35345,"@AppleSupport Thanks for getting back to me. I have Windows 10 &amp; the latest version of iTunes, which updated this morning just before I did the sync.",@123704 Thanks for letting us know. Check out this article for troubleshooting: https://t.co/czNgyf4Rgl DM us if the issue persists. https://t.co/GDrqU22YpT,2017-11-01 15:18:02+00:00
35346,"@AppleSupport my iphone 6s is rendered two 2 hours. Drained battery, killed all non used apps and still two hours. #newiosblows",@123705 Let's look into what's happening together. Send us a DM telling us the country you're located in to begin. https://t.co/GDrqU22YpT,2017-11-01 13:29:52+00:00
35969,Another pointless call with @115858 &amp; @AppleSupport disgusting customer service with no care for their customers!!! Who can I complain to?!😡,@123825 We'd like to hear more about your experience. Go ahead and DM us more details here: https://t.co/GDrqU22YpT,2017-11-01 13:59:00+00:00
35972,@AppleSupport Thanks for coming back to me this time but will it achieve anything?!? I’m still in the same position I was in 4 months ago!!! #frustrated,@123825 We'd like to hear more about your experience. Reach out to us in DM. https://t.co/GDrqU22YpT,2017-11-01 19:21:00+00:00
35974,@AppleSupport You guys over charged me on iTunes @AppleSupport and I want my money back I’m really upset,@123826 We completely understand and want to help. Please reach out to our iTunes Support team directly here: https://t.co/SDIe7UiyJN,2017-11-01 13:57:26+00:00
36014,@115858 @AppleSupport that's what I get for buying #AppleWatchSeries3. And your support here tells me there is no problem with the watch! https://t.co/z5eW7C4pKv,@123827 We'd like to take a closer look at this with you. Reach out via DM with the details. https://t.co/GDrqU22YpT,2017-11-01 13:56:00+00:00
36017,"@AppleSupport OK, Thank you!
 I will contact the Japanese support center.",@123828 You're welcome.,2017-11-01 13:55:00+00:00
36019,"は。このバグ直してーーー

@AppleSupport https://t.co/h089ruD8tv",@123828  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,2017-11-01 13:49:00+00:00
36021,@AppleSupport I made an appt at Bridgeport on the phone. Rcvd no email. Can you please check if I have an appt?,@123829 Send us a DM. We'll continue working from there. https://t.co/GDrqU22YpT,2017-11-01 13:55:00+00:00
