example_id,clean_customer_message,customer_message,support_response,intent,expected_escalation,notes
145,i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,@AppleSupport i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,@117459 Thanks for reaching out to us. We're happy to help out. We recommend checking out this link: https://t.co/03O2CionXW,other_or_unclear,yes,
1799,I need help with an encrypted backup on my computer! 🙏🙏🙏🙏,@AppleSupport I need help with an encrypted backup on my computer! 🙏🙏🙏🙏,"@134150 Thanks for reaching out to us. We are always happy to help. We have an article that may help. You can find it here: https://t.co/s6tdVStcb2

Let us know if you have any questions. https://t.co/GDrqU22YpT",other_or_unclear,no,
565,Anyone else having #IOSissues ? Everytime i type “i” it auto corrects to something else. 😡,Anyone else having #IOSissues ? Everytime i type “i” it auto corrects to something else. 😡 @115858,@123062 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,
53,But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,@116335 We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,app_or_feature_issue,no,
2915,Anyone else's phone possessed by demons after the most recent IOS update? My phone will call/text/facetime/open apps/fav tweets and react to texts without me even touching the screen! help me out!,Anyone else's phone possessed by demons after the most recent IOS update? My phone will call/text/facetime/open apps/fav tweets and react to texts without me even touching the screen! @AppleSupport help me out!,@143054 That's definitely not an expected behavior. We want to take a look at this issue with you. Does the issue continue even after you restarted your device? How to restart: https://t.co/OWRDHWSt4h,app_or_feature_issue,yes,
150,Chat doesn’t seem to work in Germany. On the order page I cannot leave comments …,@AppleSupport Chat doesn’t seem to work in Germany. On the order page I cannot leave comments …,"@117481 If you are unable to access these resources, let's get you connected with our local AppleCare Support team to get you to our Online Support group: https://t.co/zDY8Np0kg6",app_or_feature_issue,no,
529,"After the last update, I cannot hear my phone calls. What is happening?","After the last update, I cannot hear my phone calls. What is happening? @115858 @AppleSupport",@123048 Send us a DM and let us know what version of iOS you're currently running. We'll go from there. https://t.co/GDrqU22YpT,app_or_feature_issue,no,
458,help?,@115948 @AppleSupport help? https://t.co/jq11xG12w0,"@121850 We're here to help in any way we can. Since we offer support in English, could you let us know what the message says?",other_or_unclear,yes,
1126,Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong,@115858 Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong,@126090 Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?,device_slow_freezing_crashing,no,
2454,why does my battery drain so fast now on iOS 11.1.2 I lose 10% in an hour or less and I don’t even use the phone. Im at 26% now,@AppleSupport @115858 why does my battery drain so fast now on iOS 11.1.2 I lose 10% in an hour or less and I don’t even use the phone. Im at 26% now https://t.co/5TKNP5nu2r,@138697 We know how vital the battery is and we'll help. Are you using the Apple Lightning to USB cable and power adapter to charge your iPhone? You can DM us your answer. https://t.co/GDrqU22YpT,other_or_unclear,no,
863,how do I find the old update from this afternoon as I can’t see it in iTunes?,@AppleSupport how do I find the old update from this afternoon as I can’t see it in iTunes?,"@124421 We are not quite sure we understand. You are still trying to update correct?  You can update the iPhone X in the General Settings or in iTunes.  If you don’t see it in iTunes, you may have to update iTunes as well.",ios_update_issue,no,
2271,"stop tryna play me my phone is in EXCELLENT condition and ever since the new one came out it’s freezing, glitching, erasing photos, shutting off on its own! Y’all better stop bullshitn or I’m finna get me an","@115858 stop tryna play me my phone is in EXCELLENT condition and ever since the new one came out it’s freezing, glitching, erasing photos, shutting off on its own! Y’all better stop bullshitn or I’m finna get me an @122609",@137147 Hey there. Let's talk and find the quickest way to get this resolved for you. Please tap here to meet us in a DM: https://t.co/GDrqU22YpT,device_slow_freezing_crashing,no,
2482,Estoy muy decepcionado con la calidad de la compra online. Despues de esperar tanto tiempo para el IPhone X + AppleWatch teneis problemas con el sistema de pago. Muy muy decepcionado !!! Espero que esto no afecte a la fecha de entrega de mi pedido!!!,@115858 Estoy muy decepcionado con la calidad de la compra online. Despues de esperar tanto tiempo para el IPhone X + AppleWatch teneis problemas con el sistema de pago. Muy muy decepcionado !!! Espero que esto no afecte a la fecha de entrega de mi pedido!!!,@138716 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,app_or_feature_issue,yes,
2842,Not surprised 11.1.2 is full of bugs my iPhone 8 crashed twice this week already. Steve would not approve at the loss of “thoughtfulness” and “quality” in your Software coding and QA testing Tim. Apple has fallen VERY far on your watch.,Not surprised 11.1.2 is full of bugs @116333 @115858 @AppleSupport my iPhone 8 crashed twice this week  already. Steve would not approve at the loss of “thoughtfulness” and “quality” in your Software coding and QA testing Tim. Apple has fallen VERY far on your watch.,"@142505 We'd like to help get your iPhone to not restart itself. What showed on its screen when it did restart itself?

Have you tried any steps so far?",device_slow_freezing_crashing,yes,
811,any possibility to do that without completely wiping the memory? Thanks! 2/2,@AppleSupport any possibility to do that without completely wiping the memory? Thanks! 2/2,@123982 We're so sorry for your loss. Let's continue chatting via DM so we can take a look at the best options. https://t.co/GDrqU2kzhr,other_or_unclear,yes,
599,Why did my phone turn to shit after all these recent updates? 🤔,Why did my phone turn to shit after all these recent updates? 🤔@AppleSupport,"@123363 We want your iPhone running great, too. What obstacles are you facing that we can help with today?",ios_update_issue,no,
1269,All of my pictures magically got deleted somehow. ??? What the shit? I go from 3K to 600 fuck is up?,All of my pictures magically got deleted somehow. @AppleSupport??? What the shit? I go from 3K to 600 fuck is up?,@127607 What happened before they were deleted?  Are you able to see those photos at https://t.co/tmRhWEkIq4 if you log in there?,app_or_feature_issue,yes,
686,Thanks a lot,@AppleSupport Thanks a lot,"@123525 You are welcome. If you have any questions in the future, please reach back out to us.",other_or_unclear,no,
1,The newest update. I️ made sure to download it yesterday.,@AppleSupport The newest update. I️ made sure to download it yesterday.,@115854 Lets take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,ios_update_issue,yes,
267,Excuse me : when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,Excuse me @115858 @AppleSupport:  when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,@118363 We want your predictions to be accurate. Please DM us with the current version of iOS you have. https://t.co/GDrqU22YpT,other_or_unclear,yes,
808,Apple music in control center doesn’t show the song name and i can’t change the song or anything.,@AppleSupport Apple music in control center doesn’t show the song name and i can’t change the song or anything.,"@123981 Got it, thanks. Let us know the exact iOS installed in a DM and we'll continue. https://t.co/GDrqU22YpT",app_or_feature_issue,no,
569,Now I️ see I’m not the only one whose phone is acting up cuz dropped a new phone. They get on my nerves with that dumb shit.,Now I️ see I’m not the only one whose phone is acting up cuz @115858 dropped a new phone. They get on my nerves with that dumb shit.,@123172 What kind of issues are you having? We can help out.,other_or_unclear,yes,
2524,I’ve tried trashing Bluetooth prefs - but this didn’t help. Could you please explain how to run the hardware test?,@AppleSupport I’ve tried trashing Bluetooth prefs - but this didn’t help. Could you please explain how to run the hardware test?,"@139271 Absolutely, there are a few steps involved. Are you able to open the article we previously sent? If so, the steps are there. If you have any issue viewing the article send us a DM with the link below and we'll provide them for you. https://t.co/GDrqU22YpT",app_or_feature_issue,no,
2020,is there any way I can check if someone had an access to my laptop due #iamroot security issue?,@AppleSupport is there any way I can check if someone had an access to my laptop due #iamroot security issue?,"@135617 Hey, thanks for reaching out. Let's meet in DM and we can continue from there. https://t.co/GDrqU22YpT",apple_id_account_issue,yes,Security issues
1748,Dear I’ve tried to enter my password a few times now and it keeps kicking back to my iPhone. This is really aggravating,Dear @AppleSupport I’ve tried to enter my password a few times now and it keeps kicking back to my iPhone. This is really aggravating https://t.co/OynUUzWA0t,"@133756 Hi there. Are you able to sign in to the iOS App Store from your device without issue? Please DM details, we'll meet you there to help. https://t.co/GDrqU22YpT",apple_id_account_issue,yes,
858,it had 60% before the error.,@AppleSupport it had 60% before the error.,@121933 That is good to know. Let's still give it about 20 minutes or so. Please do keep us in the loop.,battery_charging_issue,no,
1643,30% less than before the update. I was totally happy with the battery before this.,@AppleSupport 30% less than before the update. I was totally happy with the battery before this.,@130248 Apologies for the confusion. We meant how long in hours would it last on a full charge.,battery_charging_issue,no,
706,"guys, I miss Steve. What the hell is this?","@AppleSupport @115858 guys, I miss Steve. What the hell is this? https://t.co/Tv5HmkrUrb","@123679 We're here to help. To start, what device model and software version are you currently using?",other_or_unclear,yes,
2432,is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,@AppleSupport is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,"@138174 We’d be happy to assist.  Just so we are on the same page, she is trying to receive her two-factor authentication to unlock her Apple ID, and you wanted to make an Apple Retail Store appointment?  Please respond in DM. https://t.co/GDrqU22YpT",apple_id_account_issue,yes,
1968,"all I want for Christmas is you to fix this glitchy OS on the iPhone. DO SOMETHING about it instead of fixing little things. It is slow, can’t delete emails until 3 try and forward texts are hit and miss. And yes I’m running 11.1.2.","@115858 all I want for Christmas is you to fix this glitchy OS on the iPhone. DO SOMETHING about it instead of fixing little things. It is slow, can’t delete emails until 3 try and forward texts are hit and miss.  And yes I’m running 11.1.2.","@135580 Hey, we can work together towards a solution. Please DM us the country you're located in and we'll work with you. https://t.co/GDrqU22YpT",device_slow_freezing_crashing,no,
3054,how do i back up to my computer and update ipod/iphone apps now that itunes doesn't do it?,@AppleSupport how do i back up to my computer and update ipod/iphone apps now that itunes doesn't do it?,"@144220 Hi there. We're happy to help with this. You can find the steps to make an iTunes backup here: https://t.co/4f8hwT5to6 Update your apps in the App Store on your device under the ""updates"" tab. Let us know if this helps.",app_or_feature_issue,no,
3061,"I want siri to remain on both devices. When I say Hey Siri, I only want that feature enabled on my Watch.","@AppleSupport I want siri to remain on both devices. When I say Hey Siri, I only want that feature enabled on my Watch.","@144223 Got it, thanks for clarifying for us. On the paired iPhone,  tap Settings &gt; Siri &amp; Search, and make sure Press Home for Siri is on. Also, let us know in DM what model iPhone your Apple Watch is paired with. https://t.co/GDrqU22YpT",app_or_feature_issue,no,
33,iOS 11 is killing my battery . Fix it.,iOS 11 is killing my battery @115858. Fix it.,@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.,battery_charging_issue,no,
1872,11.1.1,@AppleSupport 11.1.1,"@134548 Thanks. Let's begin by creating a backup and updating to our latest software, iOS 11.1.2. This article can help if you're unfamiliar with the process: https://t.co/8xihd9VRBM Once updated, please DM us if the issue continues. https://t.co/GDrqU22YpT",other_or_unclear,yes,
2481,Are you guys kidding with these keyboard bugs?? I.T is so frustrating. Android is looking very tempting and be been an Apple user for YEARS. Is there a timeframe for a fix? Published workarounds don’t work!,@AppleSupport @115858 Are you guys kidding with these keyboard bugs?? I.T is so frustrating. Android is looking very tempting and be been an Apple user for YEARS. Is there a timeframe for a fix? Published workarounds don’t work!,@138715 We're happy to look into this issue with you. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,
15,I have the iPhone 6s Plus and just did the most recent update.,@AppleSupport I have the iPhone 6s Plus and just did the most recent update.,"@115864 To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here: https://t.co/GDrqU22YpT",ios_update_issue,yes,
94,tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,@AppleSupport tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,@116856 We're here for you. What is the exact version of the iOS you're running? Check by tapping Settings &gt; General &gt; About.,keyboard_autocorrect_issue,no,
1107,is this from Apple ? Don't want to click on anything until I know for sure,@AppleSupport is this from Apple ? Don't want to click on anything until I know for sure https://t.co/3eYzNMBMlq,"@125898 No, that's not from us. Check out this link for more help with identifying phishing attempts: https://t.co/LNMCdqt6fD",other_or_unclear,yes,
347,"So, that got me back in, but now Mail won’t work.","@AppleSupport So, that got me back in, but now Mail won’t work.","@119210 What happens when you try to open or use the Mail app? Let us know more in DM, please. https://t.co/GDrqU22YpT",app_or_feature_issue,no,
1048,Why is HAPPENING #iphonehelp,Why is HAPPENING #iphonehelp @115858 https://t.co/Shq9MOULru,@125416 We'd like to help. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU22YpT,other_or_unclear,yes,
1957,"Hey . You owe me a new phone because i bought a brand new one back in June and it’s the biggest piece of shit ever. don’t come @ me saying your support team will help, because I’m not waiting 2 hours to talk to someone. thanks 😋","Hey @115858. You owe me a new phone because i bought a brand new one back in June and it’s the biggest piece of shit ever. &amp; don’t come @ me saying your support team will help, because I’m not waiting 2 hours to talk to someone. thanks 😋","@135086 We'd love to look into this with you. Join us in DM, Click here and we'll take it from there: https://t.co/GDrqU22YpT",other_or_unclear,yes,
1594,"need help making a boot USB to reinstall my OS, only have access to a windows pc and an old mac and no cd, any tips","@AppleSupport need help making a boot USB to reinstall my OS, only have access to a windows pc and an old mac and no cd, any tips",@129973 Thanks for reaching out.  This article explains how to create a bootable installer for Mac OS:  https://t.co/jJIPcFiw2j https://t.co/GDrqU22YpT,other_or_unclear,yes,
412,Thanks for the direct link. I left a note.,@AppleSupport Thanks for the direct link. I left a note.,@121033 You're welcome. We're here to help if you have questions in the future.,other_or_unclear,no,
1208,Before the update my phone would last over a day but now it only lasts half a day again😤 What are you doing to me,Before the update my phone would last over a day but now it only lasts half a day again😤 What are you doing to me @115858,"@127356 We know how important it is to maximize battery life. Let's partner up and get to the bottom of this together. To start, can you DM us the iPhone model and exact version of iOS running? Go to Settings &gt; General &gt; About to check. https://t.co/GDrqU22YpT",battery_charging_issue,no,
1150,"hi there, I need to inquire something regarding he refund of an item","@AppleSupport hi there, I need to inquire something regarding he refund of an item","@126729 For questions about refunds, our iTunes Store would be the best team to help. Reach out to them here:  https://t.co/SDIe7UiyJN",other_or_unclear,yes,refund of item
2449,Hey why can’t I scroll to accept this developer agreement in Safari on iOS? Can’t get the accept button to show up.,Hey @AppleSupport why can’t I scroll to accept this developer agreement in Safari on iOS? Can’t get the accept button to show up. https://t.co/hanri9HS6H,@138694 Thanks for reaching out.  We know how important it is to be able to accept Developer agreements and  we'll do everything we can to assist.  Does this issue also happen from a computer? https://t.co/GDrqU22YpT,app_or_feature_issue,no,
464,all of a sudden I am getting emails pushed via apple mail- I’ve had them set as fetch for a long time. Can’t find where to change back to fetch. The only change I have made is software update. HALP! I don’t want all these to push.,@AppleSupport all of a sudden I am getting emails pushed via apple mail- I’ve had them set as fetch for a long time. Can’t find where to change back to fetch. The only change I have made is software update. HALP! I don’t want all these to push.,"@122014 We can understand not wanting the incoming emails to push through. We'll get to the root cause of this, and find you the information you need.

In order to do so, we have some questions for you. Please meet us in DM with your current iOS and we'll go from there. https://t.co/GDrqU22YpT",app_or_feature_issue,yes,
2828,"I have a question, if I were to get a new computer, how would I transfer my songs on iTunes on my old computer to iTunes on my new computer? Asking because I may get a new computer","@AppleSupport I have a question, if I were to get a new computer, how would I transfer my songs on iTunes on my old computer to iTunes on my new computer? Asking because I may get a new computer",@142191 Hello there. We'd love to help you with transferring your iTunes library. Please take a look at this: https://t.co/lQg9Mr0sdj,other_or_unclear,no,
2179,It started doing this recently...within the last 14 Days.,@AppleSupport It started doing this recently...within the last 14 Days.,@136579 Thanks for those details. We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,other_or_unclear,yes,
555,iPad and iPhone,@AppleSupport iPad and iPhone,"@123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?",other_or_unclear,yes,
2623,Yea I believe so it’s a bit off,@AppleSupport Yea I believe so it’s a bit off,@140657 Could you tell us which Apple Watch you're using and the version of watchOS that is installed?,other_or_unclear,yes,
417,So how many attempts do I get and what happens if i Enter the wrong code???,@AppleSupport So how many attempts do I get and what happens if i Enter the wrong code???,"@121036 After attempting so many tries to enter the Restrictions passcode, your device will prompt you to wait an extended time before letting you try again.",other_or_unclear,no,
2595,"Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?","@AppleSupport Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?","@140204 That's a great question! No, you don't have to buy your iPhone directly from us. Please take a look at the following article for some guidance on purchasing an AppleCare plan for your device: https://t.co/brpZQUaYqu",other_or_unclear,no,
680,"Iphone 6S, IOS 11.0.3","@AppleSupport Iphone 6S, IOS 11.0.3",@123521 Can you tell us a bit more about what's going on with your TouchID?,other_or_unclear,yes,
2726,can we update these chargers pls,@115858 can we update these chargers pls https://t.co/I3SmgsOLeG,@141451 We're here to help. Send us a DM with your location so we can explore your service options. Support options differ by region. https://t.co/GDrqU22YpT,battery_charging_issue,no,
643,"I don’t think so—it did work this morning, has been deactivated for whatever reason, and now it won’t activate… 🤔","@AppleSupport I don’t think so—it did work this morning, has been deactivated for whatever reason, and now it won’t activate… 🤔",@123495 Thank you for providing us with that information. Let's look further into this issue. Please DM us the device you are using. https://t.co/GDrqU22YpT,other_or_unclear,yes,
508,need a update for iOS 11 where the WiFi doesn’t turn itself on ALL THE TIME- Tia,@115858 need a update for iOS 11 where the WiFi doesn’t turn itself on ALL THE TIME- Tia,"@122947 We know how important your iPhone is. Tell us, are you turning Wi-Fi off from the Control Center or from Settings &gt; Wi-Fi?",wifi_mobile_data_issue,no,
1289,There’s an update available for 11.1 but friends that already updated are experiencing the same issue.,@AppleSupport There’s an update available for 11.1 but friends that already updated are experiencing the same issue.,@127752 Understood. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,ios_update_issue,yes,
258,your latest iOS update had made my phone slower and apps like iMessage are slow to open and load. What’s up with this?,@115858 @AppleSupport your latest iOS update had made my phone slower and apps like iMessage are slow to open and load.  What’s up with this?,@118358 Hi. We are here to help. What is the specific iOS version that you have?,device_slow_freezing_crashing,no,
1892,the app crashes when you are navigating on the ‘you’ tab. Happened several times today,@115948 the app crashes when you are navigating on the ‘you’ tab. Happened several times today @AppleSupport,@135036 Thanks for reaching out. We'd be happy to help. What device are you using Apple Music with?,app_or_feature_issue,no,
2000,really hate the way you badically bricked my iPhone 6 when the new phones came out so I would have to upgrade. Phone works like shit now and I’m starting to hate Apple.,@115858 really hate the way you badically bricked my iPhone 6 when the new phones came out so I would have to upgrade. Phone works like shit now and I’m starting to hate Apple.,@128527 We want to help you get back to enjoying your iPhone 6. Reach out via DM using the link below and let us know what version of iOS you have installed. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,device_slow_freezing_crashing,yes,
369,Actualize a iOS 11.1 y sobrecalienta el equipo,Actualize a iOS 11.1 y sobrecalienta el equipo @1048 @119459 @119460 @AppleSupport,@119458 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,app_or_feature_issue,yes,
904,hey guys any news on why Apple Pay isnt working. Is this a global issue or just UK?,@AppleSupport hey guys any news on why Apple Pay isnt working. Is this a global issue or just UK?,@124674 We'd like to know more about what is going on so we can try to help. What happens when you try to use Apple Pay?,app_or_feature_issue,yes,
2145,it happened again....,@AppleSupport it happened again.... https://t.co/erCTo1R4hE,"@136093 Thanks for reaching out. We'd like to look into this with you. Please DM us your current iOS version, and we'll get started. https://t.co/GDrqU22YpT",other_or_unclear,yes,
1678,i️ can't properly use my phone can u fix this send me a new phone DO SOMETHINg IM LOSING MY MIND,@AppleSupport @115858 @116333 i️ can't properly use my phone can u fix this send me a new phone DO SOMETHINg IM LOSING MY MIND https://t.co/wqPsWFLvZr,@130482 Hello. We'll be glad to check into this with you. Please click here to DM us: https://t.co/GDrqU22YpT,other_or_unclear,yes,
241,I just wanted to let you know that the new update is crap and it wastes my battery more than ever before.,@115858 I just wanted to let you know that the new update is crap and it wastes my battery more than ever before.,@118242 We want to help. Which version of iOS 11 do you have installed on your device? Let us know in DM. https://t.co/GDrqU22YpT,battery_charging_issue,no,
1816,"i.t really sucks that every time i go to type the word i.t, i.t autocorrects so there’s a stupid ass period in the middle of i.t. what is going on","i.t really sucks that every time i go to type the word i.t, i.t autocorrects so there’s a stupid ass period in the middle of i.t. @115858 what is going on",@134162 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,
1519,"My library works fine on the iPhone 7 I use for work, and on my Macbook. I was missing a playlist on my 7+ so I turned the library off and then back on hoping it would re-sync, but now can’t seem to access it at all on the 7+.","@AppleSupport My library works fine on the iPhone 7 I use for work, and on my Macbook. I was missing a playlist on my 7+ so I turned the library off and then back on hoping it would re-sync, but now can’t seem to access it at all on the 7+.","@129233 Thanks for those details. Let's try this. It looks like Personal Hotspot and Low Power mode are both on. Try turning off both of these features, restarting and turning on the iCloud Music Library again. Let us know with a DM if that does the trick. https://t.co/GDrqU22YpT",app_or_feature_issue,no,
2888,"UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated.","@AppleSupport UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated. https://t.co/6oDcXJrdpf","@142820 We can help with this. If you've been unable to cancel your subscription, reach out to our iTunes Store support team using this link: https://t.co/SDIe7UiyJN",app_or_feature_issue,no,
606,the weird symbol thing when I️ type happens to me,@AppleSupport the weird symbol thing when I️ type happens to me,@123369 You've come to the right place for help. What type of device are you using? Let us know via DM. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,
1337,"Updated my phone and now it’s 10,000X’s slower. 😡😡😡","Updated my phone and now it’s 10,000X’s slower. 😡😡😡 @AppleSupport",@127941 That's not the type of experience that we'd like for you to have. Meet us in DM. Click here: https://t.co/GDrqU22YpT,device_slow_freezing_crashing,no,
2495,"my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄","@AppleSupport my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄",@138974 We want to help you with managing your storage on your iPhone. Your iPhone is able to show you information on the storage being used and make recommendations to optimize your storage usage. Please check out more on how to clear that space here: https://t.co/0yFHFRYSnX,other_or_unclear,no,
2116,iOS 11.1.2 but it’s been an issue for quite a while now...maybe since the last version of iOS 10.x. All of other Apple products work as expected. I can manually open Safari and navigate to and that will work most of the time.,@AppleSupport iOS 11.1.2 but it’s been an issue for quite a while now...maybe since the last version of iOS 10.x. All of other Apple products work as expected. I can manually open Safari and navigate to https://t.co/gXbKvv9iHf and that will work most of the time.,@136067 Okay. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT,app_or_feature_issue,no,
1188,I’m saying it’s there....but it often doesn’t work. I’ll have music playing and the “music” in the control panel will be blank. See pic,@AppleSupport I’m saying it’s there....but it often doesn’t work. I’ll have music playing and the “music” in the control panel will be blank. See pic https://t.co/hzPl2LVSEO,"@127206 Thanks. If you play a song, does the info appear? Does the info and controls gray out after a certain amount of time?",app_or_feature_issue,no,
1743,ios 11 on ipad sucks wtf,@115858 ios 11 on ipad sucks wtf,"@132838 We want your iPad running smoothly on the new iOS 11 software. What's going on with your iPad so that we can see how we are able to assist you today, and make your iPad better?",other_or_unclear,yes,
1941,I’ve blocked a number but texts are still getting through. I thought blocking a number would stop calls AND texts? 🤔,@AppleSupport I’ve blocked a number but texts are still getting through. I thought blocking a number would stop calls AND texts? 🤔,@135073 We are here to help. This article can tell you more about blocking numbers in iOS. https://t.co/rYxZGDk3Lz,app_or_feature_issue,no,
1245,what is this??? I️ 🤬,@AppleSupport what is this??? I️ 🤬,@127589 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,other_or_unclear,yes,
451,Hey I️ think we need to have a talk #applebug #iphoneglitch,Hey @115858 I️  think we need to have a talk #applebug #iphoneglitch https://t.co/VKS5P57WCv,@121846 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_or_unclear,yes,
315,"after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing","@AppleSupport after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing",@118927 We'd like to see what we can do to assist. DM us and we'll continue from there. https://t.co/GDrqU22YpT,wifi_mobile_data_issue,yes,
179,iOS11.1 consumes battery pretty fast....,@AppleSupport iOS11.1 consumes battery pretty fast....,"@117645 Let's see how you're using your battery so we can provide the best solution. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",battery_charging_issue,no,
2030,I️ updated my phone recently. The I️ thing never happened to me when it apparently happened to literally everyone else. And NOW it happens? Hurry with the next update,"I️ updated my phone recently. The I️ thing never happened to me when it apparently happened to literally everyone else. And NOW it happens? 

Hurry with the next update @115858",@135625 We'd love to help with this. DM us the exact version of the operating system you're using and which model of iPhone and we'll get started. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,
2196,Same results after restart,@AppleSupport Same results after restart,@136589 Thanks for giving it a try. Go ahead and send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT,other_or_unclear,yes,
195,please help us lmao,@applesupport please help us lmao https://t.co/EngGZoVACe,@117806 Your keyboard is important and we'd like to help get it working right. When did this start and which device model is it?,other_or_unclear,yes,
2792,why my phone deleted all my contacts randomly over night!,@AppleSupport why my phone deleted all my contacts randomly over night!,@142167 We know how valuable your contacts are. Let's pair up in DM to get to the bottom of what you're seeing on your iPhone. https://t.co/GDrqU22YpT,app_or_feature_issue,yes,
651,"When searching fot ""GOT"" Apple TV app shows Cmore but not Nordic, even tho I only have HBO installed.","When searching fot ""GOT"" Apple TV app shows Cmore but not @1561 Nordic, even tho I only have HBO installed. @AppleSupport",@123503 Let's get you in touch with our Apple TV experts so they can assist further. Reach out here: https://t.co/IBIY3vMgPj,app_or_feature_issue,no,
46,No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,@116107 Please keep us posted afterwards.,ios_update_issue,yes,
2952,The fingerprint has never worked for me either! C’mon Fix it!...,@143278 The fingerprint has never worked for me either! C’mon @115858 Fix it!...,"@143277 Hey, let's meet up to discuss any issues you're having with your Apple products today. Here's a link to discuss this in DM: https://t.co/GDrqU22YpT",app_or_feature_issue,no,
2928,"I’m having trouble with the new iOS update (11.1.2), my apps do not start well since I upgraded my iOS, i need to restart my phone all the time. I need a solution soon. Thanks.","@AppleSupport I’m having trouble with the new iOS update (11.1.2), my apps do not start well since I upgraded my iOS, i need to restart my phone all the time. I need a solution soon. Thanks.","@143063 Thanks for letting us know, we're happy to help. Do you notice this occurs more often with a specific app or any? Also, are you showing any updates of the app in the App Store? Let us know and we'll continue to assist.",app_or_feature_issue,no,
1641,Its an iphone 7 running IOS 11.1. I have tried the hard reset.,@AppleSupport Its an iphone 7 running IOS 11.1. I have tried the hard reset.,@130246 Got it. Do you get an error messages when you try to use your charger on your phone? Let us know in DM. https://t.co/GDrqU22YpT,other_or_unclear,yes,
2294,Hello! Why my music profile doesn’t look like that on the first picture?,@AppleSupport Hello! Why my music profile doesn’t look like that on the first picture? https://t.co/M9qH6Y0RBp,"@137157 Thanks for reaching out. We'd like to know more about this, DM us with some extra detail and we'll look into it. https://t.co/GDrqU22YpT",app_or_feature_issue,no,
